player,country,start,end,matches,bat_innings,bowl_innings,field_innings,not_outs,runs,high_score,high_score_not_out,average,balls_faced,strike_rate,hundreds,fifties,ducks,fours,sixes,overs,maidens,wickets,economy,best_bowling_innings,four_wickets,five_wickets,ten_wickets,dismissals,caught,caught_fielder,caught_behind,stumped,max_dismissals_innings
G Fowler,England,1982,1986,26,37,3,65,0,1318,201,FALSE,Inf,0,Inf,3,8,3,0,0,0,0,0,3.6666666666666665,NA,0,0,0,16,14,12,2,2,4
G Gambhir,India,2003,2016,147,141,2,284,7,5116,206,FALSE,Inf,783,Inf,9,29,9,109,10,0,0,0,7.5,NA,0,0,0,85,85,85,0,0,7
G Ganbold,MNG,2024,2024,13,13,0,13,1,44,12,FALSE,3.6666666666666665,121,36.36363636363637,0,0,2,1,0,0,0,0,NA,NA,0,0,0,2,2,2,0,0,1
G Geary,England,1924,1934,14,20,22,24,4,1602,66,FALSE,22.487771739130437,0,82.82608695652173,0,2,3,0,0,0,0,46,2.130708661417323,7/70,0,4,1,13,13,13,0,0,2
G Giffen,Australia,1881,1896,31,53,43,55,0,4029,161,FALSE,25.227788972339255,0,62.04854368932039,1,6,5,0,0,0,0,103,2.620247222656861,7/117,0,7,1,24,24,24,0,0,3
G Gladstone,West Indies,1930,1930,1,1,2,2,1,201,12,TRUE,Inf,0,300,0,0,0,0,0,0,0,1,3.78,1/139,0,0,0,0,0,0,0,0,0
G Goudie,Scotland,2008,2013,16,22,25,25,2,1495,9,TRUE,20.96014492753623,20,61.06211180124224,0,0,0,2,1,24.5,0,30,7.073853122324413,5/73,0,1,0,11,11,11,0,0,3
G Gunn,England,1907,1930,15,29,1,30,1,1128,122,TRUE,Inf,0,Inf,2,7,3,0,0,0,0,0,4,NA,0,0,0,15,15,15,0,0,2
G Hoey,Ireland,2024,2024,2,2,2,2,0,228,NA,FALSE,114,0,102,0,0,0,0,0,0,0,1,6.705882352941177,1/49,0,0,0,1,1,1,0,0,1
G Irvin,Bhm,2021,2021,2,2,2,2,1,68,4,FALSE,Inf,17,Inf,0,0,0,1,0,6,0,0,10.5,NA,0,0,0,0,0,0,0,0,0
G Johnson,STHEL,2022,2022,7,2,5,6,1,89,3,FALSE,44.5,13,58.23076923076923,0,0,0,0,0,13,0,1,6.461538461538462,1/13,0,0,0,3,3,3,0,0,2
G Kaltongga,VAN,2019,2019,3,2,0,3,0,10,10,FALSE,5,12,83.33333333333334,0,0,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
G Kansonkho,MWest Indies,2019,2024,44,35,13,44,4,745,52,FALSE,18.321114369501466,624,49.786130536130536,0,1,2,58,2,26.5,0,11,8.012422360248447,2/6,0,0,0,14,14,14,0,0,2
G Kirsten,South Africa,1993,2004,185,179,18,374,15,7477,275,FALSE,Inf,0,Inf,21,34,13,0,0,0,0,2,3.5206303724928363,1/0,0,0,0,145,144,143,1,1,7
G Kishenchand,India,1947,1952,5,10,0,5,0,89,44,FALSE,8.9,0,NA,0,0,5,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
G MacGregor,England,1890,1893,8,11,0,15,3,96,31,FALSE,12,0,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,0,17,14,0,14,3,3
G Malla,NEP,2014,2023,37,41,2,82,1,919,107,FALSE,19.74561403508772,734,52.09990917347866,1,2,1,76,36,0,0,1,6,1/6,0,0,0,36,36,36,0,0,5
G Manan,ROM,2019,2023,15,14,0,15,0,234,40,FALSE,16.714285714285715,150,156,0,0,2,28,13,0,0,0,NA,NA,0,0,0,4,4,4,0,0,1
G Mangau,VAN,2023,2023,3,2,3,3,2,76,9,TRUE,Inf,10,66.6,0,0,0,2,0,11,2,5,5.818181818181818,3/36,0,0,0,0,0,0,0,0,0
G Mckeon,Fran,2022,2024,20,20,10,20,1,951,109,FALSE,29.880116959064328,534,82.33520599250936,2,4,1,66,41,26.3,1,9,6.264150943396227,3/27,0,0,0,10,10,10,0,0,2
G Miller,England,1976,2022,25,77,74,89,6,4703,98,TRUE,Inf,10,56.32944444444444,0,7,5,0,0,0,0,85,3.006624513779589,5/44,0,1,0,22,21,21,0,1,5
G Millman,England,1961,1962,6,7,0,12,2,60,32,TRUE,12,0,NA,0,0,2,0,0,0,0,0,NA,NA,0,0,0,15,13,0,13,2,4
G Motie,West Indies,2021,2024,19,42,59,61,9,3021,45,FALSE,21.620568783068784,62,67.77088240314046,0,0,2,8,5,86,0,86,4.930888826647643,7/37,2,2,1,19,19,19,0,0,5
G Mubiru,UGA,2021,2021,3,0,3,3,0,48,NA,FALSE,12,0,13.5,0,0,0,0,0,9,0,4,5.333333333333333,2/13,0,0,0,1,1,1,0,0,1
G Murali,CRC,2019,2024,8,8,0,8,1,140,47,TRUE,20,194,72.16494845360825,0,0,0,9,3,0,0,0,NA,NA,0,0,0,2,2,0,2,0,1
G Mylvaganam,United Arab Emirates,1996,1996,3,0,0,3,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
G Nikitas,GRC,2019,2019,2,0,0,2,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,2,0,0,0,2,2
G Noblet,Australia,1950,1953,3,4,6,6,1,205,13,TRUE,16.738095238095237,0,110.57142857142856,0,0,1,0,0,0,0,7,1.4186046511627908,3/21,0,0,0,1,1,1,0,0,1
G Oliveira,BRA,2024,2024,1,1,1,1,0,20,2,FALSE,Inf,3,Inf,0,0,0,0,0,2,0,0,9,NA,0,0,0,0,0,0,0,0,0
G Onions,England,2009,2012,4,14,20,20,7,1357,17,TRUE,31.442708333333332,0,50.796875,0,0,3,0,0,0,0,36,4.50825946817083,5/38,0,1,0,1,1,1,0,0,1
G Pullar,England,1959,1963,28,49,3,50,4,2011,175,FALSE,40.43333333333334,0,66,4,12,3,0,0,0,0,1,3.363636363636364,1/1,0,0,0,2,2,2,0,0,1
G Raymond,COK,2022,2022,2,0,0,2,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
G Richardson,JER,2024,2024,1,0,1,1,0,41,NA,FALSE,41,0,24,0,0,0,0,0,4,0,1,10.25,1/41,0,0,0,0,0,0,0,0,0
G Riley,GMB,2022,2024,3,3,0,3,0,5,3,FALSE,1.6666666666666667,22,22.727272727272727,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
G Salmond,Scotland,1999,1999,5,0,0,5,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
G Schachat,ISR,2022,2022,3,3,0,3,2,117,66,FALSE,117,106,110.37735849056604,0,1,0,10,2,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
G Sesay,Sri LankaE,2021,2024,34,23,32,34,6,643,23,TRUE,9.753077975376197,203,37.95732615419865,0,0,7,4,4,92.1,4,43,5.587703435804701,4/6,2,0,0,9,9,9,0,0,2
G Sharma,India,1985,1990,11,14,18,20,1,1151,10,TRUE,26.23888888888889,0,69.125,0,0,2,0,0,0,0,20,3.1878441818508128,4/88,0,0,0,4,4,4,0,0,2
G Singh,United States of America,2021,2024,32,14,5,45,2,354,65,FALSE,18.365079365079364,131,54.28583545377439,0,2,2,8,11,0,0,6,5.04424778761062,4/15,1,0,0,19,19,19,0,0,5
G Singhdeo,CRC,2024,2024,5,5,0,5,1,42,22,TRUE,10.5,61,68.85245901639344,0,0,1,7,0,0,0,0,NA,NA,0,0,0,3,3,0,3,0,2
G Smith,CAY,2022,2022,3,0,2,3,0,54,NA,FALSE,18,0,16,0,0,0,0,0,8,0,3,6.75,2/18,0,0,0,0,0,0,0,0,0
G Snyman,Namibia,2003,2003,5,5,5,5,0,562,NA,FALSE,46.833333333333336,0,48,0,0,0,0,0,0,0,6,5.854166666666667,3/69,0,0,0,0,0,0,0,0,0
G Stewart,ITA,2021,2023,14,13,9,14,0,545,76,FALSE,23.096153846153847,221,91.64796380090498,0,3,3,30,27,34,1,10,5.4411764705882355,3/29,0,0,0,5,5,5,0,0,2
G Thakur,MLT,2023,2024,13,11,0,13,1,224,62,FALSE,22.4,185,121.0810810810811,0,1,0,24,6,0,0,0,NA,NA,0,0,0,2,2,2,0,0,1
G Thomas,Australia,1965,1966,8,12,0,15,1,325,61,FALSE,29.545454545454547,0,NA,0,3,0,0,0,0,0,0,NA,NA,0,0,0,3,3,3,0,0,1
G Thornton,South Africa,1902,1902,1,1,1,2,1,21,1,TRUE,Inf,0,24,0,0,0,0,0,0,0,1,5,1/20,0,0,0,1,1,1,0,0,1
G Toka,Papau New Guinea,2019,2023,22,5,5,22,0,220,NA,FALSE,36.666666666666664,0,33,0,0,0,0,0,0,0,3,6.666666666666667,3/18,0,0,0,7,7,7,0,0,2
G Ulyett,England,1877,1890,25,39,35,47,0,1969,149,FALSE,22.366666666666667,0,52.54,1,7,6,0,0,0,0,50,2.3296535972592314,7/36,0,1,0,19,19,19,0,0,3
G Venkateswaran,LUX,2019,2023,17,17,6,17,2,360,59,FALSE,74.06666666666666,230,89.34782608695653,0,1,0,21,6,13.2,0,1,9.975,1/11,0,0,0,3,3,3,0,0,1
G Wijekoon,Sri Lanka,2005,2007,5,5,6,7,1,206,14,TRUE,24.291666666666668,5,32.5,0,0,1,0,0,11,0,4,6.327751196172249,2/49,0,0,0,0,0,0,0,0,0
GA Bartlett,New Zealand,1961,1968,10,18,18,18,1,1055,40,FALSE,24.235294117647058,0,73.66666666666667,0,0,4,0,0,0,0,24,2.687782805429864,6/38,0,1,0,8,8,8,0,0,1
GA Bishop,Australia,1987,1987,2,0,0,2,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
GA Briant,Zimbabwe,1993,1993,5,2,0,6,0,17,16,FALSE,8.5,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
GA Chevalier,South Africa,1970,1970,1,2,2,2,1,100,0,TRUE,10,0,50.6,0,0,1,0,0,0,0,5,2.3715415019762847,3/68,0,0,0,1,1,1,0,0,1
GA Cope,England,1977,1978,2,5,7,7,0,387,22,FALSE,18.96527777777778,0,69,0,0,1,0,0,0,0,10,1.8993055555555551,3/102,0,0,0,1,1,1,0,0,1
GA Faulkner,South Africa,1906,1924,25,47,43,44,4,3934,204,FALSE,33.68803176403857,0,51.54878048780488,4,8,2,0,0,0,0,82,3.0943931866572036,7/84,0,4,0,20,20,20,0,0,3
GA Gooch,England,1975,1995,125,275,126,336,6,13001,333,FALSE,42.99650971962185,0,71.90036231884058,20,46,13,0,0,0,0,59,3.409264880415225,3/39,0,0,0,148,148,148,0,0,5
GA Greenidge,West Indies,1972,1973,5,9,4,9,2,284,50,FALSE,Inf,0,Inf,0,1,1,0,0,0,0,0,2.8846153846153846,NA,0,0,0,3,3,3,0,0,1
GA Headley,West Indies,1930,1954,22,40,14,38,4,2420,270,TRUE,Inf,0,Inf,10,5,2,0,0,0,0,0,3.4673366834170856,NA,0,0,0,14,14,14,0,0,2
GA Hick,England,1991,2001,120,161,105,234,6,6741,178,FALSE,37.00512614063339,0,64.12826086956522,6,18,11,0,0,0,0,53,3.771939937307659,5/33,0,1,0,154,154,154,0,0,7
GA Kempis,South Africa,1889,1889,1,2,2,2,1,76,0,TRUE,9.5,0,42,0,0,1,0,0,0,0,4,2.7142857142857144,3/53,0,0,0,0,0,0,0,0,0
GA Lamb,Zimbabwe,2010,2011,15,21,22,22,2,1233,39,TRUE,31.24074074074074,54,52.66975308641975,0,0,1,1,0,12.1,0,19,5.115359482353946,3/45,0,0,0,2,2,2,0,0,1
GA Lohmann,England,1886,1896,18,26,36,36,2,1418,62,TRUE,9.816964285714285,0,34.19642857142857,0,1,7,0,0,0,0,112,1.887728459530026,9/28,0,9,5,28,28,28,0,0,3
GA Manou,Australia,2009,2009,4,2,0,5,1,21,13,TRUE,21,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,8,8,0,8,0,6
GA Paterson,Zimbabwe,1983,1987,10,0,0,10,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,2,2,2,0,0,1
GA Priandana,INA,2022,2024,35,34,15,35,3,797,65,TRUE,21.220967741935482,538,61.01524163568774,0,3,4,56,19,33,1,10,7.484848484848484,2/12,0,0,0,13,13,13,0,0,2
GA Reynold,Blz,2019,2019,3,2,3,3,1,59,6,TRUE,29.5,10,74,0,0,0,0,1,8,1,1,6.125,1/17,0,0,0,2,2,2,0,0,2
GA Rogers,Scotland,2006,2009,13,13,13,14,2,892,6,TRUE,Inf,8,65.08333333333333,0,0,0,0,0,7.5,0,10,6.673080119680852,2/22,0,0,0,2,2,2,0,0,1
GA Rowe,South Africa,1896,1902,5,9,8,8,3,482,13,TRUE,17.366666666666667,0,66.53333333333333,0,0,3,0,0,0,0,15,2.7414829659318634,5/115,0,1,0,4,4,4,0,0,2
GA Smithson,England,1948,1948,2,3,0,4,0,70,35,FALSE,23.333333333333332,0,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
GA Stuurman,South Africa,2021,2022,3,2,2,4,0,163,11,FALSE,Inf,0,Inf,0,0,1,0,0,2,0,1,9.137931034482758,1/124,0,0,0,0,0,0,0,0,0
GAE Paine,England,1935,1935,4,7,7,7,1,564,49,FALSE,21.818627450980394,0,61.411764705882355,0,0,1,0,0,0,0,17,2.6839080459770117,5/168,0,1,0,5,5,5,0,0,2
GAHM Parkar,India,1982,1984,10,2,0,10,0,7,6,FALSE,3.5,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,5,5,5,0,0,3
GAL Hearne,South Africa,1922,1924,3,5,0,5,0,59,28,FALSE,11.8,0,NA,0,0,2,0,0,0,0,0,NA,NA,0,0,0,3,3,3,0,0,3
GAR Lock,England,1952,1968,49,63,88,93,9,5193,89,FALSE,19.660600255427845,0,75.55747126436782,0,3,8,0,0,0,0,174,2.031337947820796,7/35,0,9,3,59,59,59,0,0,3
GB Brent,Zimbabwe,1996,2008,70,76,78,79,0,5996,25,FALSE,25.323386243386246,5,48.23968253968254,0,0,3,0,0,11,0,86,5.2236660916454065,4/22,3,0,0,23,23,23,0,0,5
GB Hogg,Australia,1996,2014,123,127,141,150,3,9923,79,FALSE,30.670536163183222,39,77.48784984079101,0,1,0,3,3,49,1,180,5.267216219262517,5/32,3,2,0,38,38,38,0,0,4
GB Hole,Australia,1951,1955,18,33,14,35,2,915,66,FALSE,33.725806451612904,0,132.66666666666666,0,6,2,0,0,0,0,3,1.8994974874371864,1/9,0,0,0,21,21,21,0,0,4
GB Lawrence,South Africa,1961,1962,5,8,9,10,0,653,43,FALSE,17.955357142857142,0,47.642857142857146,0,0,2,0,0,0,0,28,2.3028485757121437,8/53,0,2,0,2,2,2,0,0,2
GB Legge,England,1927,1930,5,7,1,8,1,333,196,FALSE,Inf,0,Inf,1,0,2,0,0,0,0,0,6.8,NA,0,0,0,1,1,1,0,0,1
GB Murgatroyd,Namibia,2003,2003,6,0,0,6,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
GB Stevens,Australia,1959,1960,4,7,0,8,0,112,28,FALSE,16,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,2,2,2,0,0,1
GB Stevenson,England,1980,1981,4,6,7,7,1,461,27,TRUE,24.36190476190476,0,36.17142857142857,0,0,0,0,0,0,0,12,3.7127403846153846,4/33,1,0,0,2,2,2,0,0,1
GB Street,England,1923,1923,1,2,0,1,1,11,7,TRUE,11,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,1,1
GB Studd,England,1882,1883,4,7,0,8,0,31,9,FALSE,4.428571428571429,0,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,0,8,8,8,0,0,3
GB Troup,New Zealand,1976,1986,22,40,48,50,6,3091,13,TRUE,20.10082799145299,0,48.06009615384615,0,0,7,0,0,0,0,71,3.381422227192128,6/95,3,1,1,4,4,4,0,0,2
GBW Munaweera,QAT,2019,2024,29,12,29,29,8,809,22,FALSE,21.383620689655174,57,70.1470054446461,0,0,1,6,2,93,1,29,7.956989247311828,2/18,0,0,0,6,6,6,0,0,2
GC Dyer,Australia,1986,1988,23,6,0,34,0,131,60,FALSE,21.833333333333332,0,NA,0,1,1,0,0,0,0,0,NA,NA,0,0,0,52,46,0,46,6,8
GC Galanis,GRC,2019,2024,14,11,14,14,3,364,19,TRUE,12.88888888888889,63,70.8531746031746,0,0,1,6,4,44.1,2,18,6.430188679245283,3/17,0,0,0,10,10,10,0,0,2
GC Grant,West Indies,1930,1935,12,22,3,18,6,431,71,TRUE,Inf,0,Inf,0,3,1,0,0,0,0,0,4.5,NA,0,0,0,10,10,10,0,0,2
GC Martin,Zimbabwe,1994,1995,5,4,4,5,0,190,NA,FALSE,47.5,0,66,0,0,0,0,0,0,0,2,4.318181818181818,1/15,0,0,0,0,0,0,0,0,0
GC Murtaza,CAM,2023,2024,24,10,22,23,3,608,9,FALSE,16.428571428571427,73,38.62981082844097,0,0,3,1,0,73.5,2,21,7.679458239277653,3/20,0,0,0,6,6,6,0,0,1
GC Shillingford,West Indies,1969,1972,7,8,12,12,1,594,25,FALSE,21.971428571428568,0,78.73333333333333,0,0,1,0,0,0,0,15,2.7281964436917865,3/63,0,0,0,2,2,2,0,0,2
GC Small,England,1986,1992,53,77,84,85,7,6018,59,FALSE,27.56793902513984,0,53.966379310344834,0,1,4,0,0,0,0,113,3.5152644789973406,5/48,1,2,0,16,16,16,0,0,4
GC Smith,ICC/SA,2002,2014,150,238,3,33,15,10304,277,TRUE,Inf,770,Inf,27,43,12,123,26,4,0,0,14.25,NA,0,0,0,18,18,18,0,0,2
GC Smith (Afr/SA),NA,2002,2013,197,43,43,196,0,1902,NA,FALSE,52.833333333333336,0,57,0,0,0,0,0,0,0,18,5.56140350877193,3/30,0,0,0,105,105,105,0,0,4
GC Smith (ICC/SA),NA,2002,2014,117,0,37,225,0,885,NA,FALSE,110.625,0,177.25,0,0,0,0,0,0,0,8,3.7447108603667134,2/145,0,0,0,169,169,169,0,0,5
GC Tonge,West Indies,2009,2009,5,7,8,8,1,611,23,TRUE,43.577777777777776,0,72,0,0,0,0,0,4,0,7,4.921904761904762,4/25,1,0,0,1,1,1,0,0,1
GC Viljoen,South Africa,2016,2016,1,2,2,2,1,120,20,TRUE,60,0,114,0,0,0,0,0,0,0,1,4.947368421052632,1/79,0,0,0,0,0,0,0,0,0
GC White,South Africa,1906,1912,17,31,14,31,2,1173,147,FALSE,31.756704980842912,0,55.333333333333336,2,4,3,0,0,0,0,9,3.626506024096386,4/47,0,0,0,10,10,10,0,0,2
GC Wilson,Ireland,2007,2020,105,72,0,184,9,1313,65,TRUE,18.066666666666663,1212,104.6204620462046,0,3,6,108,20,0,0,0,NA,NA,0,0,0,136,119,35,84,17,11
GD Arta,INA,2022,2024,35,23,21,35,7,621,33,FALSE,18.11111111111111,330,47.07575757575757,0,0,1,17,7,57,2,18,6.543859649122807,3/35,0,0,0,6,6,6,0,0,1
GD Barlow,England,1976,1977,6,5,0,12,1,17,7,TRUE,4.25,0,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,0,4,4,4,0,0,2
GD Campbell,Australia,1989,1990,12,16,20,20,0,1321,6,FALSE,18.504273504273502,0,43.830128205128204,0,0,2,0,0,0,0,31,3.5639122894591937,3/79,0,0,0,5,5,5,0,0,2
GD Drummond,Scotland,2007,2013,30,36,46,46,0,2299,35,FALSE,25.180178571428574,65,56.3898076923077,0,0,2,3,0,55,1,41,5.677413085726625,4/41,1,0,0,7,7,7,0,0,2
GD Elliott,New Zealand,2008,2017,83,80,62,92,5,2755,27,FALSE,25.331293706293707,157,64.74804017638412,0,0,1,12,2,0,0,43,4.205951563878812,4/31,1,0,0,19,19,19,0,0,4
GD Elliott (NZ/World),NA,2009,2017,17,0,15,17,0,235,NA,FALSE,16.785714285714285,0,13.714285714285714,0,0,0,0,0,32,0,14,7.34375,4/22,1,0,0,4,4,4,0,0,2
GD Lloyd,England,1996,1998,6,0,0,6,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,2,2,2,0,0,1
GD McGrath,Australia,1993,2007,126,139,245,246,51,12911,61,FALSE,12.453144076274473,12,36.22089994079337,0,1,35,0,0,8,0,568,6.187431619256017,8/24,0,29,3,39,39,39,0,0,3
GD McGrath (AUS/ICC),NA,1993,2007,250,248,248,248,0,16782,NA,FALSE,22.023622047244096,0,34.041994750656166,0,0,0,0,0,0,0,381,3.881727062451812,7/15,9,7,0,37,37,37,0,0,3
GD McKenzie,Australia,1961,1971,1,90,114,114,12,8317,76,FALSE,14.555678738605568,0,40.46849593495935,0,2,15,0,0,0,0,248,2.343368587749562,8/71,0,16,3,35,35,35,0,0,3
GD Phillips,New Zealand,2017,2024,33,114,49,133,15,4525,108,FALSE,34.75930513303395,1341,72.92815541406145,2,14,5,136,90,19.2,0,49,5.389962115114245,5/45,0,1,0,77,75,68,7,2,8
GD Porter,Australia,1979,1979,2,2,2,2,0,66,NA,FALSE,11,0,36,0,0,0,0,0,0,0,3,1.8333333333333333,2/13,0,0,0,1,1,1,0,0,1
GD Varnals,South Africa,1964,1965,3,6,1,4,0,99,23,FALSE,Inf,0,Inf,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0
GD Watson,Australia,1966,1972,2,10,9,11,0,407,50,FALSE,17.64814814814815,0,41,0,1,3,0,0,0,0,8,3.1304347826086953,2/67,0,0,0,1,1,1,0,0,1
GDR Eranga,Canada,2019,2019,9,1,9,9,0,205,1,FALSE,9,1,57.958333333333336,0,0,0,0,0,31.5,1,12,6.408376963350785,3/19,0,0,0,2,2,2,0,0,1
GE Bond,South Africa,1938,1938,1,1,1,2,0,16,0,FALSE,Inf,0,Inf,0,0,1,0,0,0,0,0,6,NA,0,0,0,0,0,0,0,0,0
GE Bradburn,New Zealand,1990,2001,11,20,17,22,2,1201,30,TRUE,43.65277777777778,0,84.25,0,0,1,0,0,0,0,12,4.069617579652181,3/134,0,0,0,8,8,8,0,0,3
GE Corling,Australia,1964,1964,5,4,8,8,1,452,3,FALSE,19.458333333333332,0,96.58333333333331,0,0,2,0,0,0,0,12,2.3140638481449525,4/60,0,0,0,0,0,0,0,0,0
GE Gomez,West Indies,1939,1954,29,46,46,58,5,2833,101,FALSE,28.865433137089994,0,90.27586206896552,1,8,5,0,0,0,0,58,1.8220015278838808,7/55,0,1,1,18,18,18,0,0,3
GE Gutierrez Chavez,Mex,2024,2024,3,3,0,3,1,1,1,TRUE,0.5,4,25,0,0,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
GE Kidd,Ireland,2007,2010,6,6,6,6,1,377,1,TRUE,Inf,1,Inf,0,0,0,0,0,3,0,1,7.722222222222221,1/27,0,0,0,1,1,1,0,0,1
GE Mathurin,West Indies,2011,2012,3,2,3,3,2,69,3,TRUE,Inf,5,47.5,0,0,0,0,0,10,0,4,6.5,3/9,0,0,0,1,1,1,0,0,1
GE Ngegba,Sri LankaE,2022,2024,24,24,19,24,6,720,72,TRUE,18.151515151515152,360,58.530303030303024,0,1,5,37,3,68.4,2,22,5.330097087378641,5/12,0,1,0,4,4,4,0,0,1
GE Palmer,Australia,1880,1886,17,25,30,30,4,1974,48,FALSE,17.804029304029307,0,57.91025641025641,0,0,3,0,0,0,0,78,2.2289129953508966,7/65,0,6,2,13,13,13,0,0,2
GE Peckover,Zimbabwe,1983,1983,3,0,0,3,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
GE Tribe,Australia,1946,1947,3,3,6,6,1,365,25,TRUE,91.25,0,380,0,0,0,0,0,0,0,2,2.6052631578947367,2/48,0,0,0,0,0,0,0,0,0
GE Tyldesley,England,1921,1929,14,20,1,25,2,992,122,FALSE,Inf,0,Inf,3,6,2,0,0,0,0,0,4,NA,0,0,0,2,2,2,0,0,1
GE Vivian,New Zealand,1965,1973,1,6,6,11,0,217,43,FALSE,62.666666666666664,0,198,0,0,1,0,0,0,0,1,3.242424242424242,1/14,0,0,0,3,3,3,0,0,1
GEC Wood,England,1924,1924,3,2,0,6,0,7,6,FALSE,3.5,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,6,5,0,5,1,2
GEF Barnett,Canada,2006,2010,22,5,1,27,1,142,36,FALSE,Inf,136,Inf,0,0,0,16,0,1,0,0,11,NA,0,0,0,9,9,9,0,0,2
GF Bissett,South Africa,1927,1928,4,4,8,8,2,507,23,FALSE,18.880000000000003,0,39.56,0,0,0,0,0,0,0,25,2.845298281092012,7/29,0,2,0,0,0,0,0,0,0
GF Cresswell,New Zealand,1949,1951,3,5,4,4,3,306,12,TRUE,14.73076923076923,0,50,0,0,1,0,0,0,0,13,2.6953846153846155,6/168,0,1,0,0,0,0,0,0,0
GF Gomes,MOZ,2019,2022,15,10,1,14,1,150,52,FALSE,Inf,110,Inf,0,1,2,14,4,2,0,0,8,NA,0,0,0,1,1,1,0,0,1
GF Grace,England,1880,1880,1,2,0,2,0,0,0,FALSE,0,0,NA,0,0,2,0,0,0,0,0,NA,NA,0,0,0,2,2,2,0,0,2
GF Labrooy,Sri Lanka,1986,1992,44,58,59,59,3,5104,70,TRUE,33.0026936026936,0,58.44814814814815,0,1,3,0,0,0,0,72,4.098345120249027,5/57,1,2,0,11,11,11,0,0,2
GF Lawson,Australia,1980,1989,79,147,157,160,12,11579,74,FALSE,25.142219817219818,0,51.739962121212116,0,4,6,0,0,0,0,268,3.31013040287879,8/112,1,11,2,28,28,28,0,0,4
GF Linde,South Africa,2019,2021,2,19,21,21,1,982,37,FALSE,21.896296296296295,85,64.83558460421206,0,0,2,6,6,48,0,27,5.026650223161851,5/64,0,1,0,9,9,9,0,0,5
GF Rorke,Australia,1959,1959,4,4,7,8,2,212,7,FALSE,12.4,0,70.3,0,0,1,0,0,0,0,10,1.732574679943101,3/23,0,0,0,1,1,1,0,0,1
GF Vernon,England,1882,1883,1,2,0,2,1,14,11,TRUE,14,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
GFJ Liebenberg,South Africa,1995,1998,4,8,0,14,0,104,45,FALSE,13,0,NA,0,0,2,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
GG Alta,TKY,2022,2024,8,8,8,8,0,327,28,FALSE,17.5625,120,48.516666666666666,0,0,0,5,4,27,1,10,8.518518518518519,3/25,0,0,0,1,1,1,0,0,1
GG Arnold,England,1967,1975,14,59,74,74,11,4353,59,FALSE,17.646518470088264,0,44.81464530892448,0,1,5,0,0,0,0,134,2.7004481792717088,6/45,1,6,0,11,11,11,0,0,3
GG Banner,Blz,2019,2021,9,9,2,9,1,154,47,FALSE,13.166666666666668,121,55.08677685950414,0,0,3,4,10,5.3,0,3,6.181818181818182,2/10,0,0,0,5,5,5,0,0,2
GG Hall,South Africa,1965,1965,1,1,1,2,0,94,0,FALSE,47,0,186,0,0,1,0,0,0,0,1,3.032258064516129,1/94,0,0,0,0,0,0,0,0,0
GG Hearne,England,1892,1892,1,1,0,2,0,0,0,FALSE,0,0,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
GG Macaulay,England,1923,1933,8,10,13,14,4,774,76,FALSE,23.125,0,70.875,0,1,1,0,0,0,0,24,2.3350970017636685,5/64,0,1,0,5,5,5,0,0,1
