player,country,start,end,matches,bat_innings,bowl_innings,field_innings,not_outs,runs,high_score,high_score_not_out,average,balls_faced,strike_rate,hundreds,fifties,ducks,fours,sixes,overs,maidens,wickets,economy,best_bowling_innings,four_wickets,five_wickets,ten_wickets,dismissals,caught,caught_fielder,caught_behind,stumped,max_dismissals_innings
SP Heaney,Canada,2006,2006,4,0,0,4,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,3,3,3,0,0,2
SP James,England,1998,1998,2,4,0,4,0,71,36,FALSE,17.75,0,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
SP Jones,England,1882,2005,8,49,47,64,9,2961,87,FALSE,28.866739788773685,0,48.38956147430723,0,1,6,0,0,0,0,72,3.6165630413819665,6/53,0,3,0,16,16,16,0,0,3
SP Khakurel,NEP,2014,2022,6,8,0,14,0,112,56,FALSE,14,139,80.57553956834532,0,1,0,10,1,0,0,0,NA,NA,0,0,0,6,2,0,2,4,3
SP Kinneir,England,1911,1911,1,2,0,2,0,52,30,FALSE,26,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
SP Krishnamurthi,United States of America,2021,2024,6,3,3,6,0,54,NA,FALSE,Inf,0,Inf,0,0,0,0,0,0,0,0,3.857142857142857,NA,0,0,0,3,3,3,0,0,2
SP Mukherjee,India,1990,1991,3,3,3,3,0,196,NA,FALSE,49,0,87,0,0,0,0,0,0,0,2,3.3793103448275863,1/30,0,0,0,1,1,1,0,0,1
SP Narine,West Indies,2011,2019,65,95,125,127,10,7021,30,TRUE,21.68259719346676,138,65.62592238679196,0,0,3,13,5,183.4,1,165,4.412666012302421,6/91,5,4,0,23,23,23,0,0,5
SP O'Donnell,Australia,1985,1991,87,97,97,97,3,6914,48,FALSE,38.170634920634924,0,69.37499999999999,0,0,1,0,0,0,0,114,3.7478209831254583,5/13,5,1,0,26,26,26,0,0,4
SP Pasqual,Sri Lanka,1979,1979,2,1,1,2,0,40,NA,FALSE,Inf,0,Inf,0,0,0,0,0,0,0,0,4.285714285714286,NA,0,0,0,0,0,0,0,0,0
SP Patil,United Arab Emirates,2014,2016,13,13,0,31,0,187,37,FALSE,14.384615384615383,218,85.77981651376146,0,0,3,16,4,0,0,0,NA,NA,0,0,0,24,17,0,17,7,5
SP Shalders,Chile,2023,2023,2,2,0,2,0,21,21,FALSE,10.5,35,60,0,0,1,2,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
SP Terry,Ireland,2016,2016,5,1,0,6,0,4,4,FALSE,4,6,66.66666666666666,0,0,0,0,0,0,0,0,NA,NA,0,0,0,3,3,3,0,0,3
SPD Smith,Australia,2010,2024,165,291,119,441,36,14106,239,FALSE,37.354998086422235,872,69.3973889571924,32,46,12,96,26,48.3,1,64,5.767326577279438,3/20,0,0,0,311,311,311,0,0,11
SPS Shikongo,Namibia,2024,2024,4,1,4,4,1,54,1,TRUE,Inf,1,58,0,0,0,0,0,8,0,3,6.625,1/6,0,0,0,1,1,1,0,0,1
SR Bhudia,Kenya,2019,2024,44,33,14,43,5,696,50,TRUE,18.950396825396822,443,69.25156759468271,0,1,2,49,13,30.4,2,9,5.641304347826087,3/0,0,0,0,20,20,20,0,0,2
SR Clark,Australia,2005,2009,39,64,95,96,7,5682,39,FALSE,21.41356268983094,0,34.89963355258418,0,0,5,0,0,36,0,160,4.681279702370627,5/32,3,2,0,18,18,18,0,0,4
SR Gillespie,New Zealand,1986,1988,19,20,20,20,0,1579,28,FALSE,38.5,0,71.90217391304348,0,0,0,0,0,0,0,24,3.755797853928695,4/30,1,0,0,7,7,7,0,0,2
SR Hain,England,2023,2023,2,0,0,1,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
SR Harmer,South Africa,2015,2023,10,14,16,16,2,1296,47,FALSE,22.99038461538462,0,53.97435897435897,0,0,0,0,0,0,0,39,3.0641330166270784,4/61,0,0,0,4,4,4,0,0,2
SR Mohan,SEY,2021,2024,15,11,0,15,3,85,20,FALSE,10.625,123,69.10569105691057,0,0,2,5,1,0,0,0,NA,NA,0,0,0,9,5,1,4,4,2
SR Mukkamalla,United States of America,2022,2024,25,9,0,34,0,331,85,FALSE,36.77777777777778,240,137.91666666666666,0,3,0,30,13,0,0,0,NA,NA,0,0,0,8,8,8,0,0,2
